player_id,current_club_id,first_name,last_name,name,position,sub_position,age,market_value_in_eur,current_club_name,competition_name
891379,667,Nordine,Kandil,Nordine Kandil,Midfield,Attacking Midfield,21,400000,RC Strasbourg Alsace,ligue-1
907813,681,Pablo,Marín,Pablo Marín,Midfield,Attacking Midfield,19,400000,Real Sociedad,laliga
564305,416,Michel,Adopo,Michel Adopo,Midfield,Central Midfield,22,400000,Torino FC,serie-a
602124,430,Alessandro,Bianco,Alessandro Bianco,Midfield,Central Midfield,20,350000,ACF Fiorentina,serie-a
612065,6195,Karim,Zedadka,Karim Zedadka,Midfield,Left Midfield,22,300000,SSC Napoli,serie-a
655912,16,Göktan,Gürpüz,Göktan Gürpüz,Midfield,Attacking Midfield,19,300000,Borussia Dortmund,bundesliga
655895,244,Bartug,Elmaz,Bartug Elmaz,Midfield,Defensive Midfield,19,300000,Olympique Marseille,ligue-1
214532,1420,Pierrick,Capelle,Pierrick Capelle,Midfield,Left Midfield,35,300000,Angers SCO,ligue-1
820374,985,Kobbie,Mainoo,Kobbie Mainoo,Midfield,Central Midfield,17,300000,Manchester United,premier-league
297648,800,Simone,Muratore,Simone Muratore,Midfield,Central Midfield,24,300000,Atalanta BC,serie-a
519869,24,Mehdi,Loune,Mehdi Loune,Midfield,Central Midfield,18,300000,Eintracht Frankfurt,bundesliga
650104,1420,Zinédine,Ould Khaled,Zinédine Ould Khaled,Midfield,Defensive Midfield,22,250000,Angers SCO,ligue-1
787907,12,Benjamin,Tahirovic,Benjamin Tahirovic,Midfield,Central Midfield,19,250000,AS Roma,serie-a
699442,1025,Kacper,Urbanski,Kacper Urbanski,Midfield,Defensive Midfield,18,250000,Bologna FC 1909,serie-a
39914,1147,Mathieu,Coutadeur,Mathieu Coutadeur,Midfield,Central Midfield,36,250000,AC Ajaccio,ligue-1
418662,1147,Florian,Chabrolle,Florian Chabrolle,Midfield,Attacking Midfield,24,250000,AC Ajaccio,ligue-1
905408,826,Mamadou,Camara,Mamadou Camara,Midfield,Central Midfield,20,250000,RC Lens,ligue-1
802512,3522,Julius,Beck,Julius Beck,Midfield,Central Midfield,17,250000,Spezia Calcio,serie-a
698110,1038,Lorenzo,Malagrida,Lorenzo Malagrida,Midfield,Left Midfield,19,250000,UC Sampdoria,serie-a
663189,39,Eniss,Shabani,Eniss Shabani,Midfield,Central Midfield,19,200000,1.FSV Mainz 05,bundesliga
281704,1147,Alassane,N'Diaye,Alassane N'Diaye,Midfield,Right Midfield,31,200000,AC Ajaccio,ligue-1
810895,162,Eliesse,Ben Seghir,Eliesse Ben Seghir,Midfield,Attacking Midfield,17,200000,AS Monaco,ligue-1
664973,86,Dikeni,Salifou,Dikeni Salifou,Midfield,Defensive Midfield,19,200000,SV Werder Bremen,bundesliga
598575,3,Joshua,Schwirten,Joshua Schwirten,Midfield,Attacking Midfield,20,200000,1.FC Köln,bundesliga
606079,15,Joshua,Eze,Joshua Eze,Midfield,Defensive Midfield,19,200000,Bayer 04 Leverkusen,bundesliga
522077,3,Georg,Strauch,Georg Strauch,Midfield,Defensive Midfield,21,200000,1.FC Köln,bundesliga
569031,533,Umut,Tohumcu,Umut Tohumcu,Midfield,Central Midfield,18,200000,TSG 1899 Hoffenheim,bundesliga
478107,290,Ousoumane,Camara,Ousoumane Camara,Midfield,Defensive Midfield,24,150000,AJ Auxerre,ligue-1
538973,995,Samuel,Yépié Yépié,Samuel Yépié Yépié,Midfield,Attacking Midfield,20,150000,FC Nantes,ligue-1
1044893,826,Yaya,Fofana,Yaya Fofana,Midfield,Central Midfield,18,150000,RC Lens,ligue-1
405393,33,Soichiro,Kozuki,Soichiro Kozuki,Midfield,Right Midfield,22,150000,FC Schalke 04,bundesliga
982855,417,Reda,Belahyane,Reda Belahyane,Midfield,Defensive Midfield,18,150000,OGC Nice,ligue-1
926235,1421,Samuel,Koeberlé,Samuel Koeberlé,Midfield,Defensive Midfield,18,150000,Stade Reims,ligue-1
610881,2239,Christian,Acella,Christian Acella,Midfield,Central Midfield,20,150000,US Cremonese,serie-a
622801,1038,Flavio,Paoletti,Flavio Paoletti,Midfield,Defensive Midfield,19,100000,UC Sampdoria,serie-a
807688,1420,Yassin,Belkhdim,Yassin Belkhdim,Midfield,Central Midfield,20,100000,Angers SCO,ligue-1
583046,1005,Medon,Berisha,Medon Berisha,Midfield,Central Midfield,19,100000,US Lecce,serie-a
913303,290,Natanaël,Bouekou,Natanaël Bouekou,Midfield,Defensive Midfield,20,100000,AJ Auxerre,ligue-1
939964,1420,Jean-Mattéo,Bahoya,Jean-Mattéo Bahoya,Midfield,Attacking Midfield,17,100000,Angers SCO,ligue-1
860056,3524,Aïman,Maurer,Aïman Maurer,Midfield,Attacking Midfield,18,100000,Clermont Foot 63,ligue-1
743496,290,Kévin,Danois,Kévin Danois,Midfield,Attacking Midfield,18,100000,AJ Auxerre,ligue-1
613539,398,Marco,Bertini,Marco Bertini,Midfield,Defensive Midfield,20,100000,SS Lazio,serie-a
915849,3524,Yanis,Massolin,Yanis Massolin,Midfield,Central Midfield,20,100000,Clermont Foot 63,ligue-1
704347,380,Antonio Pio,Iervolino,Antonio Pio Iervolino,Midfield,Central Midfield,19,75000,US Salernitana 1919,serie-a
