player_id,current_club_id,first_name,last_name,name,position,sub_position,age,market_value_in_eur,current_club_name,competition_name,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
537127,969,Théo,Sainte-Luce,Théo Sainte-Luce,Defender,Left-Back,24.0,2000000,Montpellier HSC,ligue-1,7(2),535.0,1.4,1.1,1.4,-,1.1,0.8,0.2,-,6.72
397171,290,Gideon,Mensah,Gideon Mensah,Defender,Left-Back,24.0,2000000,AJ Auxerre,ligue-1,26,2263.0,3.1,1.5,1.1,0.2,1.5,1.3,0.4,-,6.73
345748,1095,Andreas,Bruus,Andreas Bruus,Defender,Right-Back,23.0,2000000,ESTAC Troyes,ligue-1,18(9),1626.0,0.4,0.6,0.4,-,0.8,0.4,0.1,-,6.26
385105,415,Gabriel,Suazo,Gabriel Suazo,Defender,Left-Back,25.0,2000000,FC Toulouse,ligue-1,14(4),1258.0,2.1,1.2,1,0.1,1.2,1.9,0.3,-,6.63
220878,969,Issiaga,Sylla,Issiaga Sylla,Defender,Left-Back,28.0,2000000,Montpellier HSC,ligue-1,16(1),1376.0,1.6,2.2,1.4,-,1.9,1.1,0.3,-,6.65
26485,1041,Jérôme,Boateng,Jérôme Boateng,Defender,Centre-Back,34.0,2000000,Olympique Lyon,ligue-1,6(2),432.0,0.4,0.8,0.1,0.4,2.0,0.5,0.6,1,6.33
179806,1420,Miha,Blazic,Miha Blazic,Defender,Centre-Back,29.0,2000000,Angers SCO,ligue-1,22(2),1980.0,0.3,0.9,0.5,0.5,3.2,0.3,0.8,1,6.42
391720,1158,Igor,Silva,Igor Silva,Defender,Right-Back,26.0,2000000,FC Lorient,ligue-1,5(2),457.0,2.6,0.7,1.0,0.3,2.1,1.3,-,-,6.53
786436,667,Ismaël,Doukouré,Ismaël Doukouré,Defender,Centre-Back,19.0,2000000,RC Strasbourg Alsace,ligue-1,25(3),2301.0,1.7,1.0,1.1,0.7,1.9,0.5,0.3,-,6.65
351843,1095,Yoann,Salmier,Yoann Salmier,Defender,Centre-Back,30.0,2000000,ESTAC Troyes,ligue-1,31(1),2652.0,1.6,1.2,0.9,0.4,3.8,0.4,0.6,-,6.43
274484,1147,Youssouf,Koné,Youssouf Koné,Defender,Left-Back,27.0,1800000,AC Ajaccio,ligue-1,12(1),922.0,2.2,0.9,1.2,0.3,2.2,0.5,0.2,-,6.47
170961,667,Thomas,Delaine,Thomas Delaine,Defender,Left-Back,30.0,1500000,RC Strasbourg Alsace,ligue-1,13(4),1078.0,1.6,0.9,0.9,0.2,0.5,0.8,0.2,-,6.55
174196,3911,Kenny,Lala,Kenny Lala,Defender,Right-Back,31.0,1500000,Stade Brestois 29,ligue-1,16(1),1419.0,2.1,1.2,1.1,0.4,1.4,0.9,0.3,-,6.93
375881,1147,Ismaël,Diallo,Ismaël Diallo,Defender,Left-Back,25.0,1500000,AC Ajaccio,ligue-1,25(3),2183.0,1.6,1.1,1.5,0.1,1.5,1,0.4,-,6.36
569388,1147,Clément,Vidal,Clément Vidal,Defender,Centre-Back,22.0,1500000,AC Ajaccio,ligue-1,21(5),1901.0,1.0,1,0.8,0.3,2.7,0.8,0.6,-,6.29
557939,3524,Neto,Borges,Neto Borges,Defender,Left-Back,26.0,1200000,Clermont Foot 63,ligue-1,33,2840.0,2.3,1.2,0.6,0.2,1.5,0.9,0.3,-,6.91
369267,3524,Maximiliano,Caufriez,Maximiliano Caufriez,Defender,Centre-Back,25.0,1200000,Clermont Foot 63,ligue-1,25(1),2224.0,1.5,1.3,1.1,0.3,2.4,0.3,0.7,-,6.65
770895,826,Ismaël,Boura,Ismaël Boura,Defender,Left-Back,22.0,1200000,RC Lens,ligue-1,0(9),85.0,0.7,0.2,-,-,0.3,0.1,0.1,-,6.25
238716,290,Théo,Pellenard,Théo Pellenard,Defender,Centre-Back,28.0,1200000,AJ Auxerre,ligue-1,1(1),99.0,0.5,1,0.5,1,1,-,0.5,-,6.15
